orig_order,Date,Time,Cross,Treatment,Rep,Distance base of blade to 10cm hole punch,Total length of blade,Female GP,Male GP,Heat testesd Female GP ID,Female GP % change,Female GP ranking,Heat tested Male GP ID,Male GP % change,Male GP ranking,comments
420,6/28/23,,81,C,2,,6.0,SL18-CC-1-FG1,SL18-OI-6-MG2,#N/A,,,SL18-OI-6-MG2,-93.83737,89,
387,6/28/23,,84,C,2,12.7,32.7,SL18-SF-13-FG2,SL18-UCONN-S5-MG1,SL18-SF-13-FG2,-78.138399,59,#N/A,,,
445,6/28/23,,85,C,2,11.0,31.5,SL18-CC-5-FG3,SL18-OI-6-MG2,SL18-CC-5-FG3,-27.632169,8,SL18-OI-6-MG2,-93.83737,89,
384,6/28/23,,116,C,2,13.1,35.1,SA18-CB-7-FG1,SL18-UCONN-S4-MG3,SA18-CB-7-FG1,(eliminated as dead),,#N/A,,,
389,6/28/23,,120,C,2,16.4,36.9,SL18-SF-17-FG2,SA18-CB-7-MG3,SL18-SF-17-FG2,-44.008511,15,#N/A,,,
419,6/28/23,,128,C,2,12.9,33.5,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
413,6/28/23,4:10,130,C,2,13.4,34.6,SL18-CC-3-FG2,SL18-CC-7-MG1,SL18-CC-3-FG2,-68.808757,36,#N/A,,,
412,6/28/23,,133,C,2,11.6,31.6,SL18-OI-6-FG2,SL18-OI-6-MG2,SL18-OI-6-FG2,-21.175178,6,SL18-OI-6-MG2,-93.83737,89,
416,6/28/23,,136,C,2,13.0,34.2,SL18-CC-5-FG2,SA18-CB-10-MG1,#N/A,,,SA18-CB-10-MG1,-85.12983,71,
386,6/28/23,,138,C,2,11.7,31.9,SL18-CC-3-FG2,SL18-OD-6-MG1,SL18-CC-3-FG2,-68.808757,36,SL18-OD-6-MG1,-90.257688,81,
443,6/28/23,,139,C,2,14.5,34.5,SA18-CB-4-FG6,SL18-JS-19-MG1,SA18-CB-4-FG6,-17.43129,5,SL18-JS-19-MG1,0.30367682,2,
390,6/28/23,,141,C,2,17.3,37.8,SL18-LD-13-FG1,SL18-LD-2-MG2,SL18-LD-13-FG1,-69.65774,38,SL18-LD-2-MG2,-81.133004,64,
382,6/28/23,,144,C,2,11.5,31.1,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
442,6/28/23,,149,C,2,10.5,31.0,SL18-CC-3-FG2,SL18-OD-6-MG1,SL18-CC-3-FG2,-68.808757,36,SL18-OD-6-MG1,-90.257688,81,
381,6/28/23,,157,C,2,14.5,35.1,SL18-OI-6-FG2,SA18-CB-4-MG2,SL18-OI-6-FG2,-21.175178,6,SA18-CB-4-MG2,-93.012556,88,
447,6/28/23,,158,C,2,12.5,34.0,SA18-CB-4-FG6,SA18-CB-1-MG13,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
415,6/28/23,,160,C,2,14.7,36.5,SL18-LL-9-FG3,SL18-LD-2-MG2,SL18-LL-9-FG3,-55.10044,20,SL18-LD-2-MG2,-81.133004,64,
385,6/28/23,,161,C,2,13.8,34.3,SA18-CB-4-FG6,SL18-LD-2-MG2,SA18-CB-4-FG6,-17.43129,5,SL18-LD-2-MG2,-81.133004,64,
448,6/28/23,,174,C,2,15.5,36.0,SL18-OI-6-FG2,SL18-LD-9-MG1,SL18-OI-6-FG2,-21.175178,6,SL18-LD-9-MG1,-88.023499,76,
418,6/28/23,,175,C,2,10.1,30.4,SL18-CC-3-FG2,SL18-OI-11-MG3,SL18-CC-3-FG2,-68.808757,36,#N/A,,,
414,6/28/23,,176,C,2,14.7,35.1,SL18-CC-5-FG3,SA18-CB-4-MG2,SL18-CC-5-FG3,-27.632169,8,SA18-CB-4-MG2,-93.012556,88,
383,6/28/23,,179,C,2,,4.9,SL18-OI-11-FG3,SL18-JS-19-MG1,SL18-OI-11-FG3,-67.011547,35,SL18-JS-19-MG1,0.30367682,2,only stipe
480,6/28/23,,40,C,3,14.7,27.4,SL18-CC-3-FG3,SL18-JS-19-MG1,#N/A,,,SL18-JS-19-MG1,0.30367682,2,
537,6/28/23,,46,C,3,14.5,37.0,SA18-CB-4-FG6,SL18-NC-2-MG3,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
502,6/28/23,,47,C,3,15.5,38.0,SL18-OI-6-FG2,SL18-OD-6-MG1,SL18-OI-6-FG2,-21.175178,6,SL18-OD-6-MG1,-90.257688,81,
472,6/28/23,,49,C,3,15.3,34.0,SL18-CC-5-FG3,SL18-CC-7-MG1,SL18-CC-5-FG3,-27.632169,8,#N/A,,,
506,6/28/23,,51,C,3,12.5,36.8,SL18-CC-5-FG3,SL18-OI-14-MG1,SL18-CC-5-FG3,-27.632169,8,#N/A,,,
510,6/28/23,,59,C,3,14.9,36.2,SL18-SF-13-FG2,SL18-LL-9-MG4,SL18-SF-13-FG2,-78.138399,59,SL18-LL-9-MG4,-80.72347,63,
531,6/28/23,4:38,61,C,3,10.2,31.2,SL18-CC-1-FG1,SL18-LD-9-MG1,#N/A,,,SL18-LD-9-MG1,-88.023499,76,
475,6/28/23,,70,C,3,14.2,35.1,SL18-OI-6-FG2,SL18-CC-7-MG1,SL18-OI-6-FG2,-21.175178,6,#N/A,,,
507,6/28/23,,81,C,3,14.3,35.4,SL18-CC-1-FG1,SL18-OI-6-MG2,#N/A,,,SL18-OI-6-MG2,-93.83737,89,
473,6/28/23,,84,C,3,14.3,44.2,SL18-SF-13-FG2,SL18-UCONN-S5-MG1,SL18-SF-13-FG2,-78.138399,59,#N/A,,,
536,6/28/23,,85,C,3,14.5,37.0,SL18-CC-5-FG3,SL18-OI-6-MG2,SL18-CC-5-FG3,-27.632169,8,SL18-OI-6-MG2,-93.83737,89,
532,6/28/23,,116,C,3,12.1,32.4,SA18-CB-7-FG1,SL18-UCONN-S4-MG3,SA18-CB-7-FG1,(eliminated as dead),,#N/A,,,
508,6/28/23,,120,C,3,19.0,40.0,SL18-SF-17-FG2,SA18-CB-7-MG3,SL18-SF-17-FG2,-44.008511,15,#N/A,,,
476,6/28/23,,128,C,3,15.4,36.6,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
509,6/28/23,,130,C,3,14.7,35.7,SL18-CC-3-FG2,SL18-CC-7-MG1,SL18-CC-3-FG2,-68.808757,36,#N/A,,,
539,6/28/23,,133,C,3,10.9,31.5,SL18-OI-6-FG2,SL18-OI-6-MG2,SL18-OI-6-FG2,-21.175178,6,SL18-OI-6-MG2,-93.83737,89,
477,6/28/23,,136,C,3,10.7,31.7,SL18-CC-5-FG2,SA18-CB-10-MG1,#N/A,,,SA18-CB-10-MG1,-85.12983,71,
471,6/28/23,,138,C,3,12.7,32.9,SL18-CC-3-FG2,SL18-OD-6-MG1,SL18-CC-3-FG2,-68.808757,36,SL18-OD-6-MG1,-90.257688,81,
535,6/28/23,,139,C,3,18.1,38.0,SA18-CB-4-FG6,SL18-JS-19-MG1,SA18-CB-4-FG6,-17.43129,5,SL18-JS-19-MG1,0.30367682,2,
479,6/28/23,,141,C,3,16.0,36.0,SL18-LD-13-FG1,SL18-LD-2-MG2,SL18-LD-13-FG1,-69.65774,38,SL18-LD-2-MG2,-81.133004,64,
501,6/28/23,,144,C,3,10.7,32.0,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
504,6/28/23,,149,C,3,13.5,33.3,SL18-CC-3-FG2,SL18-OD-6-MG1,SL18-CC-3-FG2,-68.808757,36,SL18-OD-6-MG1,-90.257688,81,
505,6/28/23,,157,C,3,15.6,37.5,SL18-OI-6-FG2,SA18-CB-4-MG2,SL18-OI-6-FG2,-21.175178,6,SA18-CB-4-MG2,-93.012556,88,
478,6/28/23,,158,C,3,19.0,40.8,SA18-CB-4-FG6,SA18-CB-1-MG13,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
534,6/28/23,,160,C,3,19.0,38.7,SL18-LL-9-FG3,SL18-LD-2-MG2,SL18-LL-9-FG3,-55.10044,20,SL18-LD-2-MG2,-81.133004,64,
538,6/28/23,,161,C,3,17.0,37.3,SA18-CB-4-FG6,SL18-LD-2-MG2,SA18-CB-4-FG6,-17.43129,5,SL18-LD-2-MG2,-81.133004,64,
474,6/28/23,,174,C,3,13.3,33.5,SL18-OI-6-FG2,SL18-LD-9-MG1,SL18-OI-6-FG2,-21.175178,6,SL18-LD-9-MG1,-88.023499,76,
533,6/28/23,,175,C,3,14.1,35.8,SL18-CC-3-FG2,SL18-OI-11-MG3,SL18-CC-3-FG2,-68.808757,36,#N/A,,,
503,6/28/23,,176,C,3,11.7,32.5,SL18-CC-5-FG3,SA18-CB-4-MG2,SL18-CC-5-FG3,-27.632169,8,SA18-CB-4-MG2,-93.012556,88,
540,6/28/23,,179,C,3,14.1,35.2,SL18-OI-11-FG3,SL18-JS-19-MG1,SL18-OI-11-FG3,-67.011547,35,SL18-JS-19-MG1,0.30367682,2,
610,7/5/23,,40,A,1,,0.0,SL18-CC-3-FG3,SL18-JS-19-MG1,#N/A,,,SL18-JS-19-MG1,0.30367682,2,blank
577,7/5/23,2:50,46,A,1,23.1,44.3,SA18-CB-4-FG6,SL18-NC-2-MG3,SA18-CB-4-FG6,-17.43129,5,#N/A,,,no stipe
576,7/5/23,,47,A,1,30.7,50.2,SL18-OI-6-FG2,SL18-OD-6-MG1,SL18-OI-6-FG2,-21.175178,6,SL18-OD-6-MG1,-90.257688,81,
573,7/5/23,,49,A,1,31.2,51.1,SL18-CC-5-FG3,SL18-CC-7-MG1,SL18-CC-5-FG3,-27.632169,8,#N/A,,,
550,7/5/23,2:33,51,A,1,18.6,39.2,SL18-CC-5-FG3,SL18-OI-14-MG1,SL18-CC-5-FG3,-27.632169,8,#N/A,,,
604,7/5/23,,59,A,1,,0.0,SL18-SF-13-FG2,SL18-LL-9-MG4,SL18-SF-13-FG2,-78.138399,59,SL18-LL-9-MG4,-80.72347,63,blank
578,7/5/23,,61,A,1,,8.0,SL18-CC-1-FG1,SL18-LD-9-MG1,#N/A,,,SL18-LD-9-MG1,-88.023499,76,just stipe
543,7/5/23,,70,A,1,29.2,49.2,SL18-OI-6-FG2,SL18-CC-7-MG1,SL18-OI-6-FG2,-21.175178,6,#N/A,,,
544,7/5/23,2:24,81,A,1,,27.0,SL18-CC-1-FG1,SL18-OI-6-MG2,#N/A,,,SL18-OI-6-MG2,-93.83737,89,very deteriorated
542,7/5/23,,84,A,1,,0.0,SL18-SF-13-FG2,SL18-UCONN-S5-MG1,SL18-SF-13-FG2,-78.138399,59,#N/A,,,blank
603,7/5/23,,85,A,1,,0.0,SL18-CC-5-FG3,SL18-OI-6-MG2,SL18-CC-5-FG3,-27.632169,8,SL18-OI-6-MG2,-93.83737,89,blank
546,7/5/23,,116,A,1,,45.0,SA18-CB-7-FG1,SL18-UCONN-S4-MG3,SA18-CB-7-FG1,(eliminated as dead),,#N/A,,,can't find 10 cm
602,7/5/23,,120,A,1,37.0,55.5,SL18-SF-17-FG2,SA18-CB-7-MG3,SL18-SF-17-FG2,-44.008511,15,#N/A,,,
547,7/5/23,,128,A,1,19.2,40.5,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,-17.43129,5,#N/A,,,no stipe
609,7/5/23,3:17,130,A,1,30.6,52.1,SL18-CC-3-FG2,SL18-CC-7-MG1,SL18-CC-3-FG2,-68.808757,36,#N/A,,,no stipe
572,7/5/23,2:56,133,A,1,27.6,48.3,SL18-OI-6-FG2,SL18-OI-6-MG2,SL18-OI-6-FG2,-21.175178,6,SL18-OI-6-MG2,-93.83737,89,
545,7/5/23,,136,A,1,30.6,53.1,SL18-CC-5-FG2,SA18-CB-10-MG1,#N/A,,,SA18-CB-10-MG1,-85.12983,71,
549,7/5/23,,138,A,1,28.6,52.5,SL18-CC-3-FG2,SL18-OD-6-MG1,SL18-CC-3-FG2,-68.808757,36,SL18-OD-6-MG1,-90.257688,81,no stipe
548,7/5/23,2:31,139,A,1,27.0,48.1,SA18-CB-4-FG6,SL18-JS-19-MG1,SA18-CB-4-FG6,-17.43129,5,SL18-JS-19-MG1,0.30367682,2,no stipe
580,7/5/23,,141,A,1,29.6,49.9,SL18-LD-13-FG1,SL18-LD-2-MG2,SL18-LD-13-FG1,-69.65774,38,SL18-LD-2-MG2,-81.133004,64,no stipe
606,7/5/23,,144,A,1,30.5,51.0,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
575,7/5/23,,149,A,1,33.5,54.8,SL18-CC-3-FG2,SL18-OD-6-MG1,SL18-CC-3-FG2,-68.808757,36,SL18-OD-6-MG1,-90.257688,81,
574,7/5/23,2:54,157,A,1,22.3,42.4,SL18-OI-6-FG2,SA18-CB-4-MG2,SL18-OI-6-FG2,-21.175178,6,SA18-CB-4-MG2,-93.012556,88,
607,7/5/23,,158,A,1,11.1,33.5,SA18-CB-4-FG6,SA18-CB-1-MG13,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
601,7/5/23,3:12,160,A,1,21.5,43.9,SL18-LL-9-FG3,SL18-LD-2-MG2,SL18-LL-9-FG3,-55.10044,20,SL18-LD-2-MG2,-81.133004,64,no stipe
608,7/5/23,3:17,161,A,1,24.2,47.0,SA18-CB-4-FG6,SL18-LD-2-MG2,SA18-CB-4-FG6,-17.43129,5,SL18-LD-2-MG2,-81.133004,64,no stipe/stipe broken off
571,7/5/23,,174,A,1,,0.0,SL18-OI-6-FG2,SL18-LD-9-MG1,SL18-OI-6-FG2,-21.175178,6,SL18-LD-9-MG1,-88.023499,76,blank
579,7/5/23,,175,A,1,18.1,43.0,SL18-CC-3-FG2,SL18-OI-11-MG3,SL18-CC-3-FG2,-68.808757,36,#N/A,,,
605,7/5/23,3:14,176,A,1,23.6,45.4,SL18-CC-5-FG3,SA18-CB-4-MG2,SL18-CC-5-FG3,-27.632169,8,SA18-CB-4-MG2,-93.012556,88,no stipe
541,7/5/23,,179,A,1,18.9,40.9,SL18-OI-11-FG3,SL18-JS-19-MG1,SL18-OI-11-FG3,-67.011547,35,SL18-JS-19-MG1,0.30367682,2,no stipe
691,7/5/23,,40,A,2,,0.0,SL18-CC-3-FG3,SL18-JS-19-MG1,#N/A,,,SL18-JS-19-MG1,0.30367682,2,gone
700,7/5/23,,46,A,2,22.0,42.4,SA18-CB-4-FG6,SL18-NC-2-MG3,SA18-CB-4-FG6,-17.43129,5,#N/A,,,no stipe
661,7/5/23,3:52,47,A,2,22.0,43.2,SL18-OI-6-FG2,SL18-OD-6-MG1,SL18-OI-6-FG2,-21.175178,6,SL18-OD-6-MG1,-90.257688,81,
667,7/5/23,,49,A,2,27.9,48.4,SL18-CC-5-FG3,SL18-CC-7-MG1,SL18-CC-5-FG3,-27.632169,8,#N/A,,,
696,7/5/23,5:04,51,A,2,21.8,42.4,SL18-CC-5-FG3,SL18-OI-14-MG1,SL18-CC-5-FG3,-27.632169,8,#N/A,,,
699,7/5/23,,59,A,2,19.5,41.4,SL18-SF-13-FG2,SL18-LL-9-MG4,SL18-SF-13-FG2,-78.138399,59,SL18-LL-9-MG4,-80.72347,63,no stipe
694,7/5/23,,61,A,2,,6.7,SL18-CC-1-FG1,SL18-LD-9-MG1,#N/A,,,SL18-LD-9-MG1,-88.023499,76,
638,7/5/23,3:41,70,A,2,19.3,40.5,SL18-OI-6-FG2,SL18-CC-7-MG1,SL18-OI-6-FG2,-21.175178,6,#N/A,,,
670,7/5/23,4:00,81,A,2,21.1,41.6,SL18-CC-1-FG1,SL18-OI-6-MG2,#N/A,,,SL18-OI-6-MG2,-93.83737,89,
637,7/5/23,,84,A,2,,0.0,SL18-SF-13-FG2,SL18-UCONN-S5-MG1,SL18-SF-13-FG2,-78.138399,59,#N/A,,,blank
695,7/5/23,5:03,85,A,2,25.2,46.1,SL18-CC-5-FG3,SL18-OI-6-MG2,SL18-CC-5-FG3,-27.632169,8,SL18-OI-6-MG2,-93.83737,89,
634,7/5/23,,116,A,2,12.6,35.7,SA18-CB-7-FG1,SL18-UCONN-S4-MG3,SA18-CB-7-FG1,(eliminated as dead),,#N/A,,,
639,7/5/23,,120,A,2,33.9,54.4,SL18-SF-17-FG2,SA18-CB-7-MG3,SL18-SF-17-FG2,-44.008511,15,#N/A,,,
669,7/5/23,,128,A,2,21.0,40.7,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
663,7/5/23,,130,A,2,29.0,51.4,SL18-CC-3-FG2,SL18-CC-7-MG1,SL18-CC-3-FG2,-68.808757,36,#N/A,,,
662,7/5/23,,133,A,2,25.0,45.8,SL18-OI-6-FG2,SL18-OI-6-MG2,SL18-OI-6-FG2,-21.175178,6,SL18-OI-6-MG2,-93.83737,89,
666,7/5/23,,136,A,2,19.7,41.1,SL18-CC-5-FG2,SA18-CB-10-MG1,#N/A,,,SA18-CB-10-MG1,-85.12983,71,
636,7/5/23,,138,A,2,27.5,47.5,SL18-CC-3-FG2,SL18-OD-6-MG1,SL18-CC-3-FG2,-68.808757,36,SL18-OD-6-MG1,-90.257688,81,
693,7/5/23,,139,A,2,17.5,43.7,SA18-CB-4-FG6,SL18-JS-19-MG1,SA18-CB-4-FG6,-17.43129,5,SL18-JS-19-MG1,0.30367682,2,no stipe
640,7/5/23,,141,A,2,,0.0,SL18-LD-13-FG1,SL18-LD-2-MG2,SL18-LD-13-FG1,-69.65774,38,SL18-LD-2-MG2,-81.133004,64,blank
632,7/5/23,,144,A,2,30.5,51.7,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
692,7/5/23,,149,A,2,23.1,43.6,SL18-CC-3-FG2,SL18-OD-6-MG1,SL18-CC-3-FG2,-68.808757,36,SL18-OD-6-MG1,-90.257688,81,no stipe; moving to original punch
631,7/5/23,3:34,157,A,2,31.7,54.1,SL18-OI-6-FG2,SA18-CB-4-MG2,SL18-OI-6-FG2,-21.175178,6,SA18-CB-4-MG2,-93.012556,88,
697,7/5/23,,158,A,2,22.0,43.0,SA18-CB-4-FG6,SA18-CB-1-MG13,SA18-CB-4-FG6,-17.43129,5,#N/A,,,no stipe
665,7/5/23,,160,A,2,27.3,48.5,SL18-LL-9-FG3,SL18-LD-2-MG2,SL18-LL-9-FG3,-55.10044,20,SL18-LD-2-MG2,-81.133004,64,
635,7/5/23,,161,A,2,19.2,44.7,SA18-CB-4-FG6,SL18-LD-2-MG2,SA18-CB-4-FG6,-17.43129,5,SL18-LD-2-MG2,-81.133004,64,
698,7/5/23,,174,A,2,,0.0,SL18-OI-6-FG2,SL18-LD-9-MG1,SL18-OI-6-FG2,-21.175178,6,SL18-LD-9-MG1,-88.023499,76,blank
668,7/5/23,,175,A,2,,26.5,SL18-CC-3-FG2,SL18-OI-11-MG3,SL18-CC-3-FG2,-68.808757,36,#N/A,,,hole degraded
664,7/5/23,3:55,176,A,2,20.4,41.4,SL18-CC-5-FG3,SA18-CB-4-MG2,SL18-CC-5-FG3,-27.632169,8,SA18-CB-4-MG2,-93.012556,88,
633,7/5/23,3:37,179,A,2,20.1,40.9,SL18-OI-11-FG3,SL18-JS-19-MG1,SL18-OI-11-FG3,-67.011547,35,SL18-JS-19-MG1,0.30367682,2,no stipe
730,7/5/23,,40,A,3,27.5,48.0,SL18-CC-3-FG3,SL18-JS-19-MG1,#N/A,,,SL18-JS-19-MG1,0.30367682,2,
787,7/5/23,5:19,46,A,3,21.0,42.1,SA18-CB-4-FG6,SL18-NC-2-MG3,SA18-CB-4-FG6,-17.43129,5,#N/A,,,no stipe
752,7/5/23,,47,A,3,27.0,48.7,SL18-OI-6-FG2,SL18-OD-6-MG1,SL18-OI-6-FG2,-21.175178,6,SL18-OD-6-MG1,-90.257688,81,
722,7/5/23,,49,A,3,27.7,48.5,SL18-CC-5-FG3,SL18-CC-7-MG1,SL18-CC-5-FG3,-27.632169,8,#N/A,,,
756,7/5/23,,51,A,3,11.0,32.8,SL18-CC-5-FG3,SL18-OI-14-MG1,SL18-CC-5-FG3,-27.632169,8,#N/A,,,
760,7/5/23,,59,A,3,,10.9,SL18-SF-13-FG2,SL18-LL-9-MG4,SL18-SF-13-FG2,-78.138399,59,SL18-LL-9-MG4,-80.72347,63,
781,7/5/23,5:15,61,A,3,26.4,50.5,SL18-CC-1-FG1,SL18-LD-9-MG1,#N/A,,,SL18-LD-9-MG1,-88.023499,76,no stipe
725,7/5/23,,70,A,3,27.5,48.2,SL18-OI-6-FG2,SL18-CC-7-MG1,SL18-OI-6-FG2,-21.175178,6,#N/A,,,
757,7/5/23,,81,A,3,10.5,33.0,SL18-CC-1-FG1,SL18-OI-6-MG2,#N/A,,,SL18-OI-6-MG2,-93.83737,89,no stipe
723,7/5/23,,84,A,3,27.5,48.5,SL18-SF-13-FG2,SL18-UCONN-S5-MG1,SL18-SF-13-FG2,-78.138399,59,#N/A,,,
786,7/5/23,,85,A,3,15.6,37.5,SL18-CC-5-FG3,SL18-OI-6-MG2,SL18-CC-5-FG3,-27.632169,8,SL18-OI-6-MG2,-93.83737,89,
782,7/5/23,,116,A,3,30.7,54.0,SA18-CB-7-FG1,SL18-UCONN-S4-MG3,SA18-CB-7-FG1,(eliminated as dead),,#N/A,,,
758,7/5/23,,120,A,3,35.4,56.0,SL18-SF-17-FG2,SA18-CB-7-MG3,SL18-SF-17-FG2,-44.008511,15,#N/A,,,
726,7/5/23,5:08,128,A,3,22.5,43.1,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
759,7/5/23,5:10,130,A,3,21.5,42.0,SL18-CC-3-FG2,SL18-CC-7-MG1,SL18-CC-3-FG2,-68.808757,36,#N/A,,,
789,7/5/23,,133,A,3,30.9,52.1,SL18-OI-6-FG2,SL18-OI-6-MG2,SL18-OI-6-FG2,-21.175178,6,SL18-OI-6-MG2,-93.83737,89,
727,7/5/23,5:07,136,A,3,21.6,44.5,SL18-CC-5-FG2,SA18-CB-10-MG1,#N/A,,,SA18-CB-10-MG1,-85.12983,71,
721,7/5/23,5:04,138,A,3,27.7,49.9,SL18-CC-3-FG2,SL18-OD-6-MG1,SL18-CC-3-FG2,-68.808757,36,SL18-OD-6-MG1,-90.257688,81,
785,7/5/23,5:21,139,A,3,38.3,60.1,SA18-CB-4-FG6,SL18-JS-19-MG1,SA18-CB-4-FG6,-17.43129,5,SL18-JS-19-MG1,0.30367682,2,
729,7/5/23,,141,A,3,24.6,44.3,SL18-LD-13-FG1,SL18-LD-2-MG2,SL18-LD-13-FG1,-69.65774,38,SL18-LD-2-MG2,-81.133004,64,
751,7/5/23,5:09,144,A,3,23.5,43.9,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
754,7/5/23,,149,A,3,29.6,50.0,SL18-CC-3-FG2,SL18-OD-6-MG1,SL18-CC-3-FG2,-68.808757,36,SL18-OD-6-MG1,-90.257688,81,
755,7/5/23,5:12,157,A,3,33.8,56.0,SL18-OI-6-FG2,SA18-CB-4-MG2,SL18-OI-6-FG2,-21.175178,6,SA18-CB-4-MG2,-93.012556,88,no stipe; returning to original punch
728,7/5/23,,158,A,3,25.9,48.2,SA18-CB-4-FG6,SA18-CB-1-MG13,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
784,7/5/23,5:21,160,A,3,35.7,56.5,SL18-LL-9-FG3,SL18-LD-2-MG2,SL18-LL-9-FG3,-55.10044,20,SL18-LD-2-MG2,-81.133004,64,stipe is falling off/no stipe
788,7/5/23,,161,A,3,23.1,48.5,SA18-CB-4-FG6,SL18-LD-2-MG2,SA18-CB-4-FG6,-17.43129,5,SL18-LD-2-MG2,-81.133004,64,
724,7/5/23,,174,A,3,27.7,49.5,SL18-OI-6-FG2,SL18-LD-9-MG1,SL18-OI-6-FG2,-21.175178,6,SL18-LD-9-MG1,-88.023499,76,
783,7/5/23,5:20,175,A,3,22.8,46.2,SL18-CC-3-FG2,SL18-OI-11-MG3,SL18-CC-3-FG2,-68.808757,36,#N/A,,,no stipe
753,7/5/23,,176,A,3,20.2,41.2,SL18-CC-5-FG3,SA18-CB-4-MG2,SL18-CC-5-FG3,-27.632169,8,SA18-CB-4-MG2,-93.012556,88,
790,7/5/23,5:14,179,A,3,18.5,39.3,SL18-OI-11-FG3,SL18-JS-19-MG1,SL18-OI-11-FG3,-67.011547,35,SL18-JS-19-MG1,0.30367682,2,no stipe
620,7/5/23,,40,B,1,,0.0,SL18-CC-3-FG3,SL18-JS-19-MG1,#N/A,,,SL18-JS-19-MG1,0.30367682,2,goner
587,7/5/23,,46,B,1,12.8,33.1,SA18-CB-4-FG6,SL18-NC-2-MG3,SA18-CB-4-FG6,-17.43129,5,#N/A,,,used old hole
586,7/5/23,,47,B,1,13.7,34.7,SL18-OI-6-FG2,SL18-OD-6-MG1,SL18-OI-6-FG2,-21.175178,6,SL18-OD-6-MG1,-90.257688,81,
583,7/5/23,,49,B,1,,0.0,SL18-CC-5-FG3,SL18-CC-7-MG1,SL18-CC-5-FG3,-27.632169,8,#N/A,,,goner
560,7/5/23,,51,B,1,18.5,38.5,SL18-CC-5-FG3,SL18-OI-14-MG1,SL18-CC-5-FG3,-27.632169,8,#N/A,,,used old hole
614,7/5/23,,59,B,1,,0.0,SL18-SF-13-FG2,SL18-LL-9-MG4,SL18-SF-13-FG2,-78.138399,59,SL18-LL-9-MG4,-80.72347,63,goner
588,7/5/23,,61,B,1,,0.0,SL18-CC-1-FG1,SL18-LD-9-MG1,#N/A,,,SL18-LD-9-MG1,-88.023499,76,goner
553,7/5/23,2:25,70,B,1,20.0,40.1,SL18-OI-6-FG2,SL18-CC-7-MG1,SL18-OI-6-FG2,-21.175178,6,#N/A,,,re-punched
554,7/5/23,,81,B,1,17.4,38.0,SL18-CC-1-FG1,SL18-OI-6-MG2,#N/A,,,SL18-OI-6-MG2,-93.83737,89,
552,7/5/23,,84,B,1,17.1,36.6,SL18-SF-13-FG2,SL18-UCONN-S5-MG1,SL18-SF-13-FG2,-78.138399,59,#N/A,,,
613,7/5/23,,85,B,1,,0.0,SL18-CC-5-FG3,SL18-OI-6-MG2,SL18-CC-5-FG3,-27.632169,8,SL18-OI-6-MG2,-93.83737,89,goner
556,7/5/23,2:33,116,B,1,13.3,34.5,SA18-CB-7-FG1,SL18-UCONN-S4-MG3,SA18-CB-7-FG1,(eliminated as dead),,#N/A,,,
612,7/5/23,,120,B,1,,0.0,SL18-SF-17-FG2,SA18-CB-7-MG3,SL18-SF-17-FG2,-44.008511,15,#N/A,,,goner
557,7/5/23,2:39,128,B,1,17.5,38.0,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
619,7/5/23,3:06,130,B,1,14.0,34.3,SL18-CC-3-FG2,SL18-CC-7-MG1,SL18-CC-3-FG2,-68.808757,36,#N/A,,,no stipe
582,7/5/23,,133,B,1,14.4,36.3,SL18-OI-6-FG2,SL18-OI-6-MG2,SL18-OI-6-FG2,-21.175178,6,SL18-OI-6-MG2,-93.83737,89,
555,7/5/23,2:28,136,B,1,18.0,39.0,SL18-CC-5-FG2,SA18-CB-10-MG1,#N/A,,,SA18-CB-10-MG1,-85.12983,71,
559,7/5/23,,138,B,1,17.6,38.0,SL18-CC-3-FG2,SL18-OD-6-MG1,SL18-CC-3-FG2,-68.808757,36,SL18-OD-6-MG1,-90.257688,81,
558,7/5/23,2:36,139,B,1,13.3,36.7,SA18-CB-4-FG6,SL18-JS-19-MG1,SA18-CB-4-FG6,-17.43129,5,SL18-JS-19-MG1,0.30367682,2,
