orig_order,Date,Time,Cross,Treatment,Rep,Distance base of blade to 10cm hole punch,Total length of blade,Female GP,Male GP,Heat testesd Female GP ID,Female GP % change,Female GP ranking,Heat tested Male GP ID,Male GP % change,Male GP ranking,comments
1038,7/13/23,,120,B,3,,0.0,SL18-SF-17-FG2,SA18-CB-7-MG3,SL18-SF-17-FG2,-44.008511,15,#N/A,,,
1006,7/13/23,,128,B,3,,0.0,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
1039,7/13/23,,130,B,3,,0.0,SL18-CC-3-FG2,SL18-CC-7-MG1,SL18-CC-3-FG2,-68.808757,36,#N/A,,,
1069,7/13/23,,133,B,3,17.0,37.5,SL18-OI-6-FG2,SL18-OI-6-MG2,SL18-OI-6-FG2,-21.175178,6,SL18-OI-6-MG2,-93.83737,89,
1007,7/13/23,,136,B,3,,0.0,SL18-CC-5-FG2,SA18-CB-10-MG1,#N/A,,,SA18-CB-10-MG1,-85.12983,71,
1001,7/13/23,,138,B,3,,0.0,SL18-CC-3-FG2,SL18-OD-6-MG1,SL18-CC-3-FG2,-68.808757,36,SL18-OD-6-MG1,-90.257688,81,
1065,7/13/23,,139,B,3,,0.0,SA18-CB-4-FG6,SL18-JS-19-MG1,SA18-CB-4-FG6,-17.43129,5,SL18-JS-19-MG1,0.30367682,2,
1009,7/13/23,,141,B,3,,0.0,SL18-LD-13-FG1,SL18-LD-2-MG2,SL18-LD-13-FG1,-69.65774,38,SL18-LD-2-MG2,-81.133004,64,
1031,7/13/23,,144,B,3,,0.0,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
1034,7/13/23,,149,B,3,,0.0,SL18-CC-3-FG2,SL18-OD-6-MG1,SL18-CC-3-FG2,-68.808757,36,SL18-OD-6-MG1,-90.257688,81,
1035,7/13/23,,157,B,3,,0.0,SL18-OI-6-FG2,SA18-CB-4-MG2,SL18-OI-6-FG2,-21.175178,6,SA18-CB-4-MG2,-93.012556,88,
1008,7/13/23,,158,B,3,,0.0,SA18-CB-4-FG6,SA18-CB-1-MG13,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
1064,7/13/23,,160,B,3,,22.3,SL18-LL-9-FG3,SL18-LD-2-MG2,SL18-LL-9-FG3,-55.10044,20,SL18-LD-2-MG2,-81.133004,64,
1068,7/13/23,,161,B,3,,0.0,SA18-CB-4-FG6,SL18-LD-2-MG2,SA18-CB-4-FG6,-17.43129,5,SL18-LD-2-MG2,-81.133004,64,
1004,7/13/23,,174,B,3,,0.0,SL18-OI-6-FG2,SL18-LD-9-MG1,SL18-OI-6-FG2,-21.175178,6,SL18-LD-9-MG1,-88.023499,76,
1063,7/13/23,,175,B,3,,0.0,SL18-CC-3-FG2,SL18-OI-11-MG3,SL18-CC-3-FG2,-68.808757,36,#N/A,,,
1032,7/13/23,,176,B,3,,0.0,SL18-CC-5-FG3,SA18-CB-4-MG2,SL18-CC-5-FG3,-27.632169,8,SA18-CB-4-MG2,-93.012556,88,
1070,7/13/23,,179,B,3,13.0,33.5,SL18-OI-11-FG3,SL18-JS-19-MG1,SL18-OI-11-FG3,-67.011547,35,SL18-JS-19-MG1,0.30367682,2,
900,7/13/23,,40,C,1,,0.0,SL18-CC-3-FG3,SL18-JS-19-MG1,#N/A,,,SL18-JS-19-MG1,0.30367682,2,
867,7/13/23,,46,C,1,,0.0,SA18-CB-4-FG6,SL18-NC-2-MG3,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
866,7/13/23,,47,C,1,14.1,34.5,SL18-OI-6-FG2,SL18-OD-6-MG1,SL18-OI-6-FG2,-21.175178,6,SL18-OD-6-MG1,-90.257688,81,
863,7/13/23,,49,C,1,,0.0,SL18-CC-5-FG3,SL18-CC-7-MG1,SL18-CC-5-FG3,-27.632169,8,#N/A,,,
840,7/13/23,,51,C,1,,0.0,SL18-CC-5-FG3,SL18-OI-14-MG1,SL18-CC-5-FG3,-27.632169,8,#N/A,,,
894,7/13/23,,59,C,1,,0.0,SL18-SF-13-FG2,SL18-LL-9-MG4,SL18-SF-13-FG2,-78.138399,59,SL18-LL-9-MG4,-80.72347,63,
868,7/13/23,,61,C,1,,0.0,SL18-CC-1-FG1,SL18-LD-9-MG1,#N/A,,,SL18-LD-9-MG1,-88.023499,76,"just a small slimy piece left, took a photo"
833,7/13/23,,70,C,1,,38.5,SL18-OI-6-FG2,SL18-CC-7-MG1,SL18-OI-6-FG2,-21.175178,6,#N/A,,,not sure which hole is 10 cm
834,7/13/23,,81,C,1,11.5,31.9,SL18-CC-1-FG1,SL18-OI-6-MG2,#N/A,,,SL18-OI-6-MG2,-93.83737,89,
832,7/13/23,,84,C,1,13.7,16.5,SL18-SF-13-FG2,SL18-UCONN-S5-MG1,SL18-SF-13-FG2,-78.138399,59,#N/A,,,
893,7/13/23,,85,C,1,,0.0,SL18-CC-5-FG3,SL18-OI-6-MG2,SL18-CC-5-FG3,-27.632169,8,SL18-OI-6-MG2,-93.83737,89,
836,7/13/23,,116,C,1,,0.0,SA18-CB-7-FG1,SL18-UCONN-S4-MG3,SA18-CB-7-FG1,(eliminated as dead),,#N/A,,,crumbled in hands
892,7/13/23,,120,C,1,,0.0,SL18-SF-17-FG2,SA18-CB-7-MG3,SL18-SF-17-FG2,-44.008511,15,#N/A,,,
837,7/13/23,,128,C,1,,0.0,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
899,7/13/23,,130,C,1,,0.0,SL18-CC-3-FG2,SL18-CC-7-MG1,SL18-CC-3-FG2,-68.808757,36,#N/A,,,crumbled in hands
862,7/13/23,,133,C,1,,19.5,SL18-OI-6-FG2,SL18-OI-6-MG2,SL18-OI-6-FG2,-21.175178,6,SL18-OI-6-MG2,-93.83737,89,
835,7/13/23,,136,C,1,,23.5,SL18-CC-5-FG2,SA18-CB-10-MG1,#N/A,,,SA18-CB-10-MG1,-85.12983,71,not sure which hole is 10 cm
839,7/13/23,,138,C,1,12.9,33.5,SL18-CC-3-FG2,SL18-OD-6-MG1,SL18-CC-3-FG2,-68.808757,36,SL18-OD-6-MG1,-90.257688,81,
838,7/13/23,,139,C,1,9.5,29.5,SA18-CB-4-FG6,SL18-JS-19-MG1,SA18-CB-4-FG6,-17.43129,5,SL18-JS-19-MG1,0.30367682,2,
870,7/13/23,,141,C,1,12.5,32.5,SL18-LD-13-FG1,SL18-LD-2-MG2,SL18-LD-13-FG1,-69.65774,38,SL18-LD-2-MG2,-81.133004,64,repunched
896,7/13/23,,144,C,1,,0.0,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
865,7/13/23,,149,C,1,13.0,33.5,SL18-CC-3-FG2,SL18-OD-6-MG1,SL18-CC-3-FG2,-68.808757,36,SL18-OD-6-MG1,-90.257688,81,
864,7/13/23,,157,C,1,,0.0,SL18-OI-6-FG2,SA18-CB-4-MG2,SL18-OI-6-FG2,-21.175178,6,SA18-CB-4-MG2,-93.012556,88,"no measurements, just photo"
897,7/13/23,,158,C,1,,0.0,SA18-CB-4-FG6,SA18-CB-1-MG13,SA18-CB-4-FG6,-17.43129,5,#N/A,,,crumbled in hands
891,7/13/23,,160,C,1,,0.0,SL18-LL-9-FG3,SL18-LD-2-MG2,SL18-LL-9-FG3,-55.10044,20,SL18-LD-2-MG2,-81.133004,64,
898,7/13/23,,161,C,1,,0.0,SA18-CB-4-FG6,SL18-LD-2-MG2,SA18-CB-4-FG6,-17.43129,5,SL18-LD-2-MG2,-81.133004,64,
861,7/13/23,,174,C,1,,0.0,SL18-OI-6-FG2,SL18-LD-9-MG1,SL18-OI-6-FG2,-21.175178,6,SL18-LD-9-MG1,-88.023499,76,
869,7/13/23,,175,C,1,,0.0,SL18-CC-3-FG2,SL18-OI-11-MG3,SL18-CC-3-FG2,-68.808757,36,#N/A,,,
895,7/13/23,,176,C,1,,0.0,SL18-CC-5-FG3,SA18-CB-4-MG2,SL18-CC-5-FG3,-27.632169,8,SA18-CB-4-MG2,-93.012556,88,
831,7/13/23,,179,C,1,12.4,33.2,SL18-OI-11-FG3,SL18-JS-19-MG1,SL18-OI-11-FG3,-67.011547,35,SL18-JS-19-MG1,0.30367682,2,
981,7/13/23,,40,C,2,,0.0,SL18-CC-3-FG3,SL18-JS-19-MG1,#N/A,,,SL18-JS-19-MG1,0.30367682,2,
990,7/13/23,,46,C,2,,0.0,SA18-CB-4-FG6,SL18-NC-2-MG3,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
951,7/13/23,,47,C,2,13.2,35.5,SL18-OI-6-FG2,SL18-OD-6-MG1,SL18-OI-6-FG2,-21.175178,6,SL18-OD-6-MG1,-90.257688,81,
957,7/13/23,,49,C,2,,0.0,SL18-CC-5-FG3,SL18-CC-7-MG1,SL18-CC-5-FG3,-27.632169,8,#N/A,,,
986,7/13/23,,51,C,2,,0.0,SL18-CC-5-FG3,SL18-OI-14-MG1,SL18-CC-5-FG3,-27.632169,8,#N/A,,,
989,7/13/23,,59,C,2,,0.0,SL18-SF-13-FG2,SL18-LL-9-MG4,SL18-SF-13-FG2,-78.138399,59,SL18-LL-9-MG4,-80.72347,63,"photo, not measurable"
984,7/13/23,,61,C,2,,0.0,SL18-CC-1-FG1,SL18-LD-9-MG1,#N/A,,,SL18-LD-9-MG1,-88.023499,76,
928,7/13/23,,70,C,2,,0.0,SL18-OI-6-FG2,SL18-CC-7-MG1,SL18-OI-6-FG2,-21.175178,6,#N/A,,,
960,7/13/23,,81,C,2,,0.0,SL18-CC-1-FG1,SL18-OI-6-MG2,#N/A,,,SL18-OI-6-MG2,-93.83737,89,
927,7/13/23,,84,C,2,,0.0,SL18-SF-13-FG2,SL18-UCONN-S5-MG1,SL18-SF-13-FG2,-78.138399,59,#N/A,,,
985,7/13/23,,85,C,2,,0.0,SL18-CC-5-FG3,SL18-OI-6-MG2,SL18-CC-5-FG3,-27.632169,8,SL18-OI-6-MG2,-93.83737,89,
924,7/13/23,,116,C,2,,0.0,SA18-CB-7-FG1,SL18-UCONN-S4-MG3,SA18-CB-7-FG1,(eliminated as dead),,#N/A,,,
929,7/13/23,,120,C,2,,0.0,SL18-SF-17-FG2,SA18-CB-7-MG3,SL18-SF-17-FG2,-44.008511,15,#N/A,,,
959,7/13/23,,128,C,2,,0.0,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
953,7/13/23,,130,C,2,,0.0,SL18-CC-3-FG2,SL18-CC-7-MG1,SL18-CC-3-FG2,-68.808757,36,#N/A,,,mushy
952,7/13/23,,133,C,2,,0.0,SL18-OI-6-FG2,SL18-OI-6-MG2,SL18-OI-6-FG2,-21.175178,6,SL18-OI-6-MG2,-93.83737,89,
956,7/13/23,,136,C,2,,0.0,SL18-CC-5-FG2,SA18-CB-10-MG1,#N/A,,,SA18-CB-10-MG1,-85.12983,71,
926,7/13/23,,138,C,2,,0.0,SL18-CC-3-FG2,SL18-OD-6-MG1,SL18-CC-3-FG2,-68.808757,36,SL18-OD-6-MG1,-90.257688,81,
983,7/13/23,,139,C,2,,0.0,SA18-CB-4-FG6,SL18-JS-19-MG1,SA18-CB-4-FG6,-17.43129,5,SL18-JS-19-MG1,0.30367682,2,
930,7/13/23,,141,C,2,,0.0,SL18-LD-13-FG1,SL18-LD-2-MG2,SL18-LD-13-FG1,-69.65774,38,SL18-LD-2-MG2,-81.133004,64,
922,7/13/23,,144,C,2,,0.0,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
982,7/13/23,,149,C,2,11.1,30.0,SL18-CC-3-FG2,SL18-OD-6-MG1,SL18-CC-3-FG2,-68.808757,36,SL18-OD-6-MG1,-90.257688,81,
921,7/13/23,,157,C,2,14.5,24.5,SL18-OI-6-FG2,SA18-CB-4-MG2,SL18-OI-6-FG2,-21.175178,6,SA18-CB-4-MG2,-93.012556,88,
987,7/13/23,,158,C,2,,0.0,SA18-CB-4-FG6,SA18-CB-1-MG13,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
955,7/13/23,,160,C,2,,0.0,SL18-LL-9-FG3,SL18-LD-2-MG2,SL18-LL-9-FG3,-55.10044,20,SL18-LD-2-MG2,-81.133004,64,
925,7/13/23,,161,C,2,,0.0,SA18-CB-4-FG6,SL18-LD-2-MG2,SA18-CB-4-FG6,-17.43129,5,SL18-LD-2-MG2,-81.133004,64,
988,7/13/23,,174,C,2,,0.0,SL18-OI-6-FG2,SL18-LD-9-MG1,SL18-OI-6-FG2,-21.175178,6,SL18-LD-9-MG1,-88.023499,76,"photo, not measurable"
958,7/13/23,,175,C,2,,0.0,SL18-CC-3-FG2,SL18-OI-11-MG3,SL18-CC-3-FG2,-68.808757,36,#N/A,,,
954,7/13/23,,176,C,2,,0.0,SL18-CC-5-FG3,SA18-CB-4-MG2,SL18-CC-5-FG3,-27.632169,8,SA18-CB-4-MG2,-93.012556,88,
923,7/13/23,,179,C,2,,0.0,SL18-OI-11-FG3,SL18-JS-19-MG1,SL18-OI-11-FG3,-67.011547,35,SL18-JS-19-MG1,0.30367682,2,
1020,7/13/23,,40,C,3,,0.0,SL18-CC-3-FG3,SL18-JS-19-MG1,#N/A,,,SL18-JS-19-MG1,0.30367682,2,
1077,7/13/23,,46,C,3,,0.0,SA18-CB-4-FG6,SL18-NC-2-MG3,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
1042,7/13/23,,47,C,3,16.7,35.8,SL18-OI-6-FG2,SL18-OD-6-MG1,SL18-OI-6-FG2,-21.175178,6,SL18-OD-6-MG1,-90.257688,81,
1012,7/13/23,,49,C,3,,0.0,SL18-CC-5-FG3,SL18-CC-7-MG1,SL18-CC-5-FG3,-27.632169,8,#N/A,,,
1046,7/13/23,,51,C,3,,0.0,SL18-CC-5-FG3,SL18-OI-14-MG1,SL18-CC-5-FG3,-27.632169,8,#N/A,,,
1050,7/13/23,,59,C,3,,0.0,SL18-SF-13-FG2,SL18-LL-9-MG4,SL18-SF-13-FG2,-78.138399,59,SL18-LL-9-MG4,-80.72347,63,
1071,7/13/23,,61,C,3,,0.0,SL18-CC-1-FG1,SL18-LD-9-MG1,#N/A,,,SL18-LD-9-MG1,-88.023499,76,
1015,7/13/23,,70,C,3,,0.0,SL18-OI-6-FG2,SL18-CC-7-MG1,SL18-OI-6-FG2,-21.175178,6,#N/A,,,
1047,7/13/23,,81,C,3,15.0,25.8,SL18-CC-1-FG1,SL18-OI-6-MG2,#N/A,,,SL18-OI-6-MG2,-93.83737,89,
1013,7/13/23,,84,C,3,,0.0,SL18-SF-13-FG2,SL18-UCONN-S5-MG1,SL18-SF-13-FG2,-78.138399,59,#N/A,,,
1076,7/13/23,,85,C,3,,11.0,SL18-CC-5-FG3,SL18-OI-6-MG2,SL18-CC-5-FG3,-27.632169,8,SL18-OI-6-MG2,-93.83737,89,
1072,7/13/23,,116,C,3,,0.0,SA18-CB-7-FG1,SL18-UCONN-S4-MG3,SA18-CB-7-FG1,(eliminated as dead),,#N/A,,,
1048,7/13/23,,120,C,3,,0.0,SL18-SF-17-FG2,SA18-CB-7-MG3,SL18-SF-17-FG2,-44.008511,15,#N/A,,,
1016,7/13/23,,128,C,3,,0.0,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
1049,7/13/23,,130,C,3,,0.0,SL18-CC-3-FG2,SL18-CC-7-MG1,SL18-CC-3-FG2,-68.808757,36,#N/A,,,
1079,7/13/23,,133,C,3,,0.0,SL18-OI-6-FG2,SL18-OI-6-MG2,SL18-OI-6-FG2,-21.175178,6,SL18-OI-6-MG2,-93.83737,89,
1017,7/13/23,,136,C,3,,0.0,SL18-CC-5-FG2,SA18-CB-10-MG1,#N/A,,,SA18-CB-10-MG1,-85.12983,71,
1011,7/13/23,,138,C,3,,0.0,SL18-CC-3-FG2,SL18-OD-6-MG1,SL18-CC-3-FG2,-68.808757,36,SL18-OD-6-MG1,-90.257688,81,
1075,7/13/23,,139,C,3,,0.0,SA18-CB-4-FG6,SL18-JS-19-MG1,SA18-CB-4-FG6,-17.43129,5,SL18-JS-19-MG1,0.30367682,2,
1019,7/13/23,,141,C,3,,0.0,SL18-LD-13-FG1,SL18-LD-2-MG2,SL18-LD-13-FG1,-69.65774,38,SL18-LD-2-MG2,-81.133004,64,
1041,7/13/23,,144,C,3,,0.0,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
1044,7/13/23,,149,C,3,,22.1,SL18-CC-3-FG2,SL18-OD-6-MG1,SL18-CC-3-FG2,-68.808757,36,SL18-OD-6-MG1,-90.257688,81,
1045,7/13/23,,157,C,3,,0.0,SL18-OI-6-FG2,SA18-CB-4-MG2,SL18-OI-6-FG2,-21.175178,6,SA18-CB-4-MG2,-93.012556,88,
1018,7/13/23,,158,C,3,,0.0,SA18-CB-4-FG6,SA18-CB-1-MG13,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
1074,7/13/23,,160,C,3,,0.0,SL18-LL-9-FG3,SL18-LD-2-MG2,SL18-LL-9-FG3,-55.10044,20,SL18-LD-2-MG2,-81.133004,64,
1078,7/13/23,,161,C,3,,0.0,SA18-CB-4-FG6,SL18-LD-2-MG2,SA18-CB-4-FG6,-17.43129,5,SL18-LD-2-MG2,-81.133004,64,
1014,7/13/23,,174,C,3,,0.0,SL18-OI-6-FG2,SL18-LD-9-MG1,SL18-OI-6-FG2,-21.175178,6,SL18-LD-9-MG1,-88.023499,76,
1073,7/13/23,,175,C,3,,0.0,SL18-CC-3-FG2,SL18-OI-11-MG3,SL18-CC-3-FG2,-68.808757,36,#N/A,,,
1043,7/13/23,,176,C,3,,0.0,SL18-CC-5-FG3,SA18-CB-4-MG2,SL18-CC-5-FG3,-27.632169,8,SA18-CB-4-MG2,-93.012556,88,
1080,7/13/23,,179,C,3,16.0,36.6,SL18-OI-11-FG3,SL18-JS-19-MG1,SL18-OI-11-FG3,-67.011547,35,SL18-JS-19-MG1,0.30367682,2,
1081,,,,,,,,,,,,,,,,
1082,,,,,,,,,,,,,,,,
1083,,,,,,,,,,,,,,,,
1084,,,,,,,,,,,,,,,,
1085,,,,,,,,,,,,,,,,
1086,,,,,,,,,,,,,,,,
1087,,,,,,,,,,,,,,,,
1088,,,,,,,,,,,,,,,,
1089,,,,,,,,,,,,,,,,
1090,,,,,,,,,,,,,,,,
1091,,,,,,,,,,,,,,,,
1092,,,,,,,,,,,,,,,,
1093,,,,,,,,,,,,,,,,
1094,,,,,,,,,,,,,,,,
1095,,,,,,,,,,,,,,,,
1096,,,,,,,,,,,,,,,,
1097,,,,,,,,,,,,,,,,
1098,,,,,,,,,,,,,,,,
1099,,,,,,,,,,,,,,,,
1100,,,,,,,,,,,,,,,,
1101,,,,,,,,,,,,,,,,
1102,,,,,,,,,,,,,,,,
1103,,,,,,,,,,,,,,,,
1104,,,,,,,,,,,,,,,,
1105,,,,,,,,,,,,,,,,
1106,,,,,,,,,,,,,,,,
1107,,,,,,,,,,,,,,,,
1108,,,,,,,,,,,,,,,,
1109,,,,,,,,,,,,,,,,
1110,,,,,,,,,,,,,,,,
1111,,,,,,,,,,,,,,,,
1112,,,,,,,,,,,,,,,,
1113,,,,,,,,,,,,,,,,
1114,,,,,,,,,,,,,,,,
1115,,,,,,,,,,,,,,,,
1116,,,,,,,,,,,,,,,,
1117,,,,,,,,,,,,,,,,
1118,,,,,,,,,,,,,,,,
1119,,,,,,,,,,,,,,,,
1120,,,,,,,,,,,,,,,,
1121,,,,,,,,,,,,,,,,
1122,,,,,,,,,,,,,,,,
1123,,,,,,,,,,,,,,,,
1124,,,,,,,,,,,,,,,,
1125,,,,,,,,,,,,,,,,
1126,,,,,,,,,,,,,,,,
1127,,,,,,,,,,,,,,,,
1128,,,,,,,,,,,,,,,,
1129,,,,,,,,,,,,,,,,
1130,,,,,,,,,,,,,,,,
1131,,,,,,,,,,,,,,,,
1132,,,,,,,,,,,,,,,,
1133,,,,,,,,,,,,,,,,
1134,,,,,,,,,,,,,,,,
1135,,,,,,,,,,,,,,,,
1136,,,,,,,,,,,,,,,,
1137,,,,,,,,,,,,,,,,
1138,,,,,,,,,,,,,,,,
1139,,,,,,,,,,,,,,,,
1140,,,,,,,,,,,,,,,,
1141,,,,,,,,,,,,,,,,
1142,,,,,,,,,,,,,,,,
1143,,,,,,,,,,,,,,,,
1144,,,,,,,,,,,,,,,,
1145,,,,,,,,,,,,,,,,
1146,,,,,,,,,,,,,,,,
1147,,,,,,,,,,,,,,,,
1148,,,,,,,,,,,,,,,,
1149,,,,,,,,,,,,,,,,
1150,,,,,,,,,,,,,,,,
1151,,,,,,,,,,,,,,,,
1152,,,,,,,,,,,,,,,,
1153,,,,,,,,,,,,,,,,
1154,,,,,,,,,,,,,,,,
1155,,,,,,,,,,,,,,,,
1156,,,,,,,,,,,,,,,,
1157,,,,,,,,,,,,,,,,
1158,,,,,,,,,,,,,,,,
1159,,,,,,,,,,,,,,,,
1160,,,,,,,,,,,,,,,,
1161,,,,,,,,,,,,,,,,
1162,,,,,,,,,,,,,,,,
1163,,,,,,,,,,,,,,,,
1164,,,,,,,,,,,,,,,,
1165,,,,,,,,,,,,,,,,
1166,,,,,,,,,,,,,,,,
1167,,,,,,,,,,,,,,,,
1168,,,,,,,,,,,,,,,,
1169,,,,,,,,,,,,,,,,
1170,,,,,,,,,,,,,,,,
1171,,,,,,,,,,,,,,,,
1172,,,,,,,,,,,,,,,,
1173,,,,,,,,,,,,,,,,
1174,,,,,,,,,,,,,,,,
1175,,,,,,,,,,,,,,,,
1176,,,,,,,,,,,,,,,,
1177,,,,,,,,,,,,,,,,
1178,,,,,,,,,,,,,,,,
1179,,,,,,,,,,,,,,,,
1180,,,,,,,,,,,,,,,,
1181,,,,,,,,,,,,,,,,
1182,,,,,,,,,,,,,,,,
1183,,,,,,,,,,,,,,,,
1184,,,,,,,,,,,,,,,,
1185,,,,,,,,,,,,,,,,
1186,,,,,,,,,,,,,,,,
1187,,,,,,,,,,,,,,,,
1188,,,,,,,,,,,,,,,,
1189,,,,,,,,,,,,,,,,
1190,,,,,,,,,,,,,,,,
1191,,,,,,,,,,,,,,,,
1192,,,,,,,,,,,,,,,,
1193,,,,,,,,,,,,,,,,
1194,,,,,,,,,,,,,,,,
1195,,,,,,,,,,,,,,,,
1196,,,,,,,,,,,,,,,,
1197,,,,,,,,,,,,,,,,
1198,,,,,,,,,,,,,,,,
1199,,,,,,,,,,,,,,,,
1200,,,,,,,,,,,,,,,,
1201,,,,,,,,,,,,,,,,
1202,,,,,,,,,,,,,,,,
1203,,,,,,,,,,,,,,,,
1204,,,,,,,,,,,,,,,,
1205,,,,,,,,,,,,,,,,
1206,,,,,,,,,,,,,,,,
1207,,,,,,,,,,,,,,,,
1208,,,,,,,,,,,,,,,,
1209,,,,,,,,,,,,,,,,
1210,,,,,,,,,,,,,,,,
1211,,,,,,,,,,,,,,,,
1212,,,,,,,,,,,,,,,,
1213,,,,,,,,,,,,,,,,
1214,,,,,,,,,,,,,,,,
1215,,,,,,,,,,,,,,,,
1216,,,,,,,,,,,,,,,,
1217,,,,,,,,,,,,,,,,
1218,,,,,,,,,,,,,,,,
1219,,,,,,,,,,,,,,,,
1220,,,,,,,,,,,,,,,,
1221,,,,,,,,,,,,,,,,
1222,,,,,,,,,,,,,,,,
1223,,,,,,,,,,,,,,,,
1224,,,,,,,,,,,,,,,,
1225,,,,,,,,,,,,,,,,
1226,,,,,,,,,,,,,,,,
1227,,,,,,,,,,,,,,,,
1228,,,,,,,,,,,,,,,,
1229,,,,,,,,,,,,,,,,
1230,,,,,,,,,,,,,,,,
1231,,,,,,,,,,,,,,,,
1232,,,,,,,,,,,,,,,,
1233,,,,,,,,,,,,,,,,
1234,,,,,,,,,,,,,,,,
1235,,,,,,,,,,,,,,,,
1236,,,,,,,,,,,,,,,,
1237,,,,,,,,,,,,,,,,
1238,,,,,,,,,,,,,,,,
1239,,,,,,,,,,,,,,,,
1240,,,,,,,,,,,,,,,,
1241,,,,,,,,,,,,,,,,
1242,,,,,,,,,,,,,,,,
1243,,,,,,,,,,,,,,,,
1244,,,,,,,,,,,,,,,,
1245,,,,,,,,,,,,,,,,
1246,,,,,,,,,,,,,,,,
1247,,,,,,,,,,,,,,,,
1248,,,,,,,,,,,,,,,,
1249,,,,,,,,,,,,,,,,
1250,,,,,,,,,,,,,,,,
1251,,,,,,,,,,,,,,,,
1252,,,,,,,,,,,,,,,,
1253,,,,,,,,,,,,,,,,
1254,,,,,,,,,,,,,,,,
1255,,,,,,,,,,,,,,,,
1256,,,,,,,,,,,,,,,,
1257,,,,,,,,,,,,,,,,
1258,,,,,,,,,,,,,,,,
1259,,,,,,,,,,,,,,,,
1260,,,,,,,,,,,,,,,,
1261,,,,,,,,,,,,,,,,
1262,,,,,,,,,,,,,,,,
1263,,,,,,,,,,,,,,,,
1264,,,,,,,,,,,,,,,,
1265,,,,,,,,,,,,,,,,
1266,,,,,,,,,,,,,,,,
1267,,,,,,,,,,,,,,,,
1268,,,,,,,,,,,,,,,,
1269,,,,,,,,,,,,,,,,
1270,,,,,,,,,,,,,,,,
1271,,,,,,,,,,,,,,,,
1272,,,,,,,,,,,,,,,,
1273,,,,,,,,,,,,,,,,
1274,,,,,,,,,,,,,,,,
1275,,,,,,,,,,,,,,,,
1276,,,,,,,,,,,,,,,,
1277,,,,,,,,,,,,,,,,
1278,,,,,,,,,,,,,,,,
1279,,,,,,,,,,,,,,,,
1280,,,,,,,,,,,,,,,,
1281,,,,,,,,,,,,,,,,
1282,,,,,,,,,,,,,,,,
1283,,,,,,,,,,,,,,,,
1284,,,,,,,,,,,,,,,,
1285,,,,,,,,,,,,,,,,
1286,,,,,,,,,,,,,,,,
1287,,,,,,,,,,,,,,,,
1288,,,,,,,,,,,,,,,,
1289,,,,,,,,,,,,,,,,
1290,,,,,,,,,,,,,,,,
1291,,,,,,,,,,,,,,,,
1292,,,,,,,,,,,,,,,,
1293,,,,,,,,,,,,,,,,
1294,,,,,,,,,,,,,,,,
1295,,,,,,,,,,,,,,,,
1296,,,,,,,,,,,,,,,,
1297,,,,,,,,,,,,,,,,
1298,,,,,,,,,,,,,,,,
1299,,,,,,,,,,,,,,,,
1300,,,,,,,,,,,,,,,,
1301,,,,,,,,,,,,,,,,
1302,,,,,,,,,,,,,,,,
1303,,,,,,,,,,,,,,,,
1304,,,,,,,,,,,,,,,,
1305,,,,,,,,,,,,,,,,
1306,,,,,,,,,,,,,,,,
1307,,,,,,,,,,,,,,,,
1308,,,,,,,,,,,,,,,,
1309,,,,,,,,,,,,,,,,
1310,,,,,,,,,,,,,,,,
1311,,,,,,,,,,,,,,,,
1312,,,,,,,,,,,,,,,,
1313,,,,,,,,,,,,,,,,
1314,,,,,,,,,,,,,,,,
1315,,,,,,,,,,,,,,,,
1316,,,,,,,,,,,,,,,,
1317,,,,,,,,,,,,,,,,
1318,,,,,,,,,,,,,,,,
1319,,,,,,,,,,,,,,,,
1320,,,,,,,,,,,,,,,,
1321,,,,,,,,,,,,,,,,
1322,,,,,,,,,,,,,,,,
1323,,,,,,,,,,,,,,,,
1324,,,,,,,,,,,,,,,,
1325,,,,,,,,,,,,,,,,
1326,,,,,,,,,,,,,,,,
1327,,,,,,,,,,,,,,,,
1328,,,,,,,,,,,,,,,,
1329,,,,,,,,,,,,,,,,
1330,,,,,,,,,,,,,,,,
1331,,,,,,,,,,,,,,,,
1332,,,,,,,,,,,,,,,,
1333,,,,,,,,,,,,,,,,
1334,,,,,,,,,,,,,,,,
