orig order,Date,Sampling week,Time,Cross,Treatment,Rep,YII (meristem),YII (above/tipward of 10cm holepunch),Female GP ID,Male GP ID,Heat tested Female GP,Heat tested Male GP,Female GP % change,Female GP ranking,Male GP % change,Male GP ranking,,,,,,,,,,,,,,,,
104,6/12/23,Week 1,,85,B,2,0.638,,SL18-CC-5-FG3,SL18-OI-6-MG2,SL18-CC-5-FG3,SL18-OI-6-MG2,-27.632169,8,-93.83737,89,,,,,,,,,,,,,,,,
212,6/13/23,Week 1,,116,B,2,0.585,,SA18-CB-7-FG1,SL18-UCONN-S4-MG3,SA18-CB-7-FG1,#N/A,(eliminated as dead),,,,,,,,,,,,,,,,,,,
158,6/13/23,Week 1,,120,B,2,0.657,,SL18-SF-17-FG2,SA18-CB-7-MG3,SL18-SF-17-FG2,#N/A,-44.008511,15,,,,,,,,,,,,,,,,,,
176,6/13/23,Week 1,,128,B,2,0.623,,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,#N/A,-17.43129,5,,,,,,,,,,,,,,,,,,
185,6/13/23,Week 1,,130,B,2,0.646,,SL18-CC-3-FG2,SL18-CC-7-MG1,SL18-CC-3-FG2,#N/A,-68.808757,36,,,,,,,,,,,,,,,,,,
59,6/12/23,Week 1,,133,B,2,0.641,,SL18-OI-6-FG2,SL18-OI-6-MG2,SL18-OI-6-FG2,SL18-OI-6-MG2,-21.175178,6,-93.83737,89,,,,,,,,,,,,,,,,
167,6/13/23,Week 1,,136,B,2,0.619,,SL18-CC-5-FG2,SA18-CB-10-MG1,#N/A,SA18-CB-10-MG1,,,-85.12983,71,,,,,,,,,,,,,,,,
68,6/12/23,Week 1,,138,B,2,0.644,,SL18-CC-3-FG2,SL18-OD-6-MG1,SL18-CC-3-FG2,SL18-OD-6-MG1,-68.808757,36,-90.257688,81,,,,,,,,,,,,,,,,
77,6/12/23,Week 1,,139,B,2,0.667,,SA18-CB-4-FG6,SL18-JS-19-MG1,SA18-CB-4-FG6,SL18-JS-19-MG1,-17.43129,5,0.30367682,2,,,,,,,,,,,,,,,,
95,6/12/23,Week 1,,141,B,2,0.657,,SL18-LD-13-FG1,SL18-LD-2-MG2,SL18-LD-13-FG1,SL18-LD-2-MG2,-69.65774,38,-81.133004,64,,,,,,,,,,,,,,,,
194,6/13/23,Week 1,,144,B,2,0.668,,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,#N/A,-17.43129,5,,,,,,,,,,,,,,,,,,
5,6/12/23,Week 1,,157,B,2,0.648,,SL18-OI-6-FG2,SA18-CB-4-MG2,SL18-OI-6-FG2,SA18-CB-4-MG2,-21.175178,6,-93.012556,88,,,,,,,,,,,,,,,,
149,6/13/23,Week 1,,158,B,2,0.656,,SA18-CB-4-FG6,SA18-CB-1-MG13,SA18-CB-4-FG6,#N/A,-17.43129,5,,,,,,,,,,,,,,,,,,
14,6/12/23,Week 1,,160,B,2,0.657,,SL18-LL-9-FG3,SL18-LD-2-MG2,SL18-LL-9-FG3,SL18-LD-2-MG2,-55.10044,20,-81.133004,64,,,,,,,,,,,,,,,,
23,6/12/23,Week 1,,161,B,2,0.629,,SA18-CB-4-FG6,SL18-LD-2-MG2,SA18-CB-4-FG6,SL18-LD-2-MG2,-17.43129,5,-81.133004,64,,,,,,,,,,,,,,,,
50,6/12/23,Week 1,,174,B,2,0.63,,SL18-OI-6-FG2,SL18-LD-9-MG1,SL18-OI-6-FG2,SL18-LD-9-MG1,-21.175178,6,-88.023499,76,,,,,,,,,,,,,,,,
41,6/12/23,Week 1,,175,B,2,0.608,,SL18-CC-3-FG2,SL18-OI-11-MG3,SL18-CC-3-FG2,#N/A,-68.808757,36,,,,,,,,,,,,,,,,,,
140,6/13/23,Week 1,175 was measured twice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,6/13/23,Week 1,,176,B,2,0.722,,SL18-CC-5-FG3,SA18-CB-4-MG2,SL18-CC-5-FG3,SA18-CB-4-MG2,-27.632169,8,-93.012556,88,,,,,,,,,,,,,,,,
32,6/12/23,Week 1,,179,B,2,0.616,,SL18-OI-11-FG3,SL18-JS-19-MG1,SL18-OI-11-FG3,SL18-JS-19-MG1,-67.011547,35,0.30367682,2,,,,,,,,,,,,,,,,
114,6/13/23,Week 1,,40,B,3,0.663,,SL18-JS-19-MG1,SL18-JS-19-MG1,#N/A,SL18-JS-19-MG1,,,0.30367682,2,,,,,,,,,,,,,,,,
231,6/13/23,Week 1,,46,B,3,0.392,,SA18-CB-4-FG6,SL18-NC-2-MG3,SA18-CB-4-FG6,#N/A,-17.43129,5,,,,,,,,,,,,,,,,,,
87,6/12/23,Week 1,,47,B,3,0.619,,SL18-OI-6-FG2,SL18-OD-6-MG1,SL18-OI-6-FG2,SL18-OD-6-MG1,-21.175178,6,-90.257688,81,,,,,,,,,,,,,,,,
240,6/13/23,Week 1,,49,B,3,0.66,,SL18-CC-5-FG3,SL18-CC-7-MG1,SL18-CC-5-FG3,#N/A,-27.632169,8,,,,,,,,,,,,,,,,,,
258,6/13/23,Week 1,,51,B,3,0.416,,SL18-CC-5-FG3,SL18-OI-14-MG1,SL18-CC-5-FG3,#N/A,-27.632169,8,,,,,,,,,,,,,,,,,,
132,6/13/23,Week 1,,59,B,3,0.708,,SL18-SF-13-FG2,SL18-LL-9-MG4,SL18-SF-13-FG2,SL18-LL-9-MG4,-78.138399,59,-80.72347,63,,,,,,,,,,,,,,,,
267,6/13/23,Week 1,,61,B,3,,,SL18-CC-1-FG1,SL18-LD-9-MG1,#N/A,SL18-LD-9-MG1,,,-88.023499,76,,,,,,,,,,,,,,,,
249,6/13/23,Week 1,,70,B,3,0.577,,SL18-OI-6-FG2,SL18-CC-7-MG1,SL18-OI-6-FG2,#N/A,-21.175178,6,,,,,,,,,,,,,,,,,,
204,6/13/23,Week 1,,81,B,3,0.613,,SL18-CC-1-FG1,SL18-OI-6-MG2,#N/A,SL18-OI-6-MG2,,,-93.83737,89,,,,,,,,,,,,,,,,
222,6/13/23,Week 1,,84,B,3,0.667,,SL18-SF-13-FG2,SL18-UCONN-S5-MG1,SL18-SF-13-FG2,#N/A,-78.138399,59,,,,,,,,,,,,,,,,,,
105,6/12/23,Week 1,,85,B,3,0.49,,SL18-CC-5-FG3,SL18-OI-6-MG2,SL18-CC-5-FG3,SL18-OI-6-MG2,-27.632169,8,-93.83737,89,,,,,,,,,,,,,,,,
213,6/13/23,Week 1,,116,B,3,0.537,,SA18-CB-7-FG1,SL18-UCONN-S4-MG3,SA18-CB-7-FG1,#N/A,(eliminated as dead),,,,,,,,,,,,,,,,,,,
159,6/13/23,Week 1,,120,B,3,0.645,,SL18-SF-17-FG2,SA18-CB-7-MG3,SL18-SF-17-FG2,#N/A,-44.008511,15,,,,,,,,,,,,,,,,,,
177,6/13/23,Week 1,,128,B,3,0.598,,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,#N/A,-17.43129,5,,,,,,,,,,,,,,,,,,
186,6/13/23,Week 1,,130,B,3,0.55,,SL18-CC-3-FG2,SL18-CC-7-MG1,SL18-CC-3-FG2,#N/A,-68.808757,36,,,,,,,,,,,,,,,,,,
60,6/12/23,Week 1,,133,B,3,0.602,,SL18-OI-6-FG2,SL18-OI-6-MG2,SL18-OI-6-FG2,SL18-OI-6-MG2,-21.175178,6,-93.83737,89,,,,,,,,,,,,,,,,
168,6/13/23,Week 1,,136,B,3,0.601,,SL18-CC-5-FG2,SA18-CB-10-MG1,#N/A,SA18-CB-10-MG1,,,-85.12983,71,,,,,,,,,,,,,,,,
69,6/12/23,Week 1,,138,B,3,0.666,,SL18-CC-3-FG2,SL18-OD-6-MG1,SL18-CC-3-FG2,SL18-OD-6-MG1,-68.808757,36,-90.257688,81,,,,,,,,,,,,,,,,
78,6/12/23,Week 1,,139,B,3,0.425,,SA18-CB-4-FG6,SL18-JS-19-MG1,SA18-CB-4-FG6,SL18-JS-19-MG1,-17.43129,5,0.30367682,2,,,,,,,,,,,,,,,,
96,6/12/23,Week 1,,141,B,3,0.64,,SL18-LD-13-FG1,SL18-LD-2-MG2,SL18-LD-13-FG1,SL18-LD-2-MG2,-69.65774,38,-81.133004,64,,,,,,,,,,,,,,,,
195,6/13/23,Week 1,,144,B,3,0.671,,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,#N/A,-17.43129,5,,,,,,,,,,,,,,,,,,
6,6/12/23,Week 1,,157,B,3,0.632,,SL18-OI-6-FG2,SA18-CB-4-MG2,SL18-OI-6-FG2,SA18-CB-4-MG2,-21.175178,6,-93.012556,88,,,,,,,,,,,,,,,,
150,6/13/23,Week 1,,158,B,3,0.648,,SA18-CB-4-FG6,SA18-CB-1-MG13,SA18-CB-4-FG6,#N/A,-17.43129,5,,,,,,,,,,,,,,,,,,
15,6/12/23,Week 1,,160,B,3,0.665,,SL18-LL-9-FG3,SL18-LD-2-MG2,SL18-LL-9-FG3,SL18-LD-2-MG2,-55.10044,20,-81.133004,64,,,,,,,,,,,,,,,,
24,6/12/23,Week 1,,161,B,3,0.621,,SA18-CB-4-FG6,SL18-LD-2-MG2,SA18-CB-4-FG6,SL18-LD-2-MG2,-17.43129,5,-81.133004,64,,,,,,,,,,,,,,,,
51,6/12/23,Week 1,,174,B,3,0.628,,SL18-OI-6-FG2,SL18-LD-9-MG1,SL18-OI-6-FG2,SL18-LD-9-MG1,-21.175178,6,-88.023499,76,,,,,,,,,,,,,,,,
42,6/12/23,Week 1,,175,B,3,0.448,,SL18-CC-3-FG2,SL18-OI-11-MG3,SL18-CC-3-FG2,#N/A,-68.808757,36,,,,,,,,,,,,,,,,,,
141,6/13/23,Week 1,175 was measured twice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,6/13/23,Week 1,,176,B,3,0.589,,SL18-CC-5-FG3,SA18-CB-4-MG2,SL18-CC-5-FG3,SA18-CB-4-MG2,-27.632169,8,-93.012556,88,,,,,,,,,,,,,,,,
33,6/12/23,Week 1,,179,B,3,0.608,,SL18-OI-11-FG3,SL18-JS-19-MG1,SL18-OI-11-FG3,SL18-JS-19-MG1,-67.011547,35,0.30367682,2,,,,,,,,,,,,,,,,
115,6/13/23,Week 1,,40,C,1,0.67,,SL18-JS-19-MG1,SL18-JS-19-MG1,#N/A,SL18-JS-19-MG1,,,0.30367682,2,,,,,,,,,,,,,,,,
232,6/13/23,Week 1,,46,C,1,0.69,,SA18-CB-4-FG6,SL18-NC-2-MG3,SA18-CB-4-FG6,#N/A,-17.43129,5,,,,,,,,,,,,,,,,,,
88,6/12/23,Week 1,,47,C,1,0.661,,SL18-OI-6-FG2,SL18-OD-6-MG1,SL18-OI-6-FG2,SL18-OD-6-MG1,-21.175178,6,-90.257688,81,,,,,,,,,,,,,,,,
241,6/13/23,Week 1,,49,C,1,0.67,,SL18-CC-5-FG3,SL18-CC-7-MG1,SL18-CC-5-FG3,#N/A,-27.632169,8,,,,,,,,,,,,,,,,,,
259,6/13/23,Week 1,,51,C,1,0.307,,SL18-CC-5-FG3,SL18-OI-14-MG1,SL18-CC-5-FG3,#N/A,-27.632169,8,,,,,,,,,,,,,,,,,,
133,6/13/23,Week 1,,59,C,1,0.679,,SL18-SF-13-FG2,SL18-LL-9-MG4,SL18-SF-13-FG2,SL18-LL-9-MG4,-78.138399,59,-80.72347,63,,,,,,,,,,,,,,,,
268,6/13/23,Week 1,,61,C,1,0.582,,SL18-CC-1-FG1,SL18-LD-9-MG1,#N/A,SL18-LD-9-MG1,,,-88.023499,76,,,,,,,,,,,,,,,,
250,6/13/23,Week 1,,70,C,1,0.498,,SL18-OI-6-FG2,SL18-CC-7-MG1,SL18-OI-6-FG2,#N/A,-21.175178,6,,,,,,,,,,,,,,,,,,
205,6/13/23,Week 1,,81,C,1,0.6,,SL18-CC-1-FG1,SL18-OI-6-MG2,#N/A,SL18-OI-6-MG2,,,-93.83737,89,,,,,,,,,,,,,,,,
223,6/13/23,Week 1,,84,C,1,0.706,,SL18-SF-13-FG2,SL18-UCONN-S5-MG1,SL18-SF-13-FG2,#N/A,-78.138399,59,,,,,,,,,,,,,,,,,,
106,6/12/23,Week 1,,85,C,1,0.613,,SL18-CC-5-FG3,SL18-OI-6-MG2,SL18-CC-5-FG3,SL18-OI-6-MG2,-27.632169,8,-93.83737,89,,,,,,,,,,,,,,,,
214,6/13/23,Week 1,,116,C,1,0.665,,SA18-CB-7-FG1,SL18-UCONN-S4-MG3,SA18-CB-7-FG1,#N/A,(eliminated as dead),,,,,,,,,,,,,,,,,,,
160,6/13/23,Week 1,,120,C,1,0.701,,SL18-SF-17-FG2,SA18-CB-7-MG3,SL18-SF-17-FG2,#N/A,-44.008511,15,,,,,,,,,,,,,,,,,,
178,6/13/23,Week 1,,128,C,1,0.587,,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,#N/A,-17.43129,5,,,,,,,,,,,,,,,,,,
187,6/13/23,Week 1,,130,C,1,0.678,,SL18-CC-3-FG2,SL18-CC-7-MG1,SL18-CC-3-FG2,#N/A,-68.808757,36,,,,,,,,,,,,,,,,,,
61,6/12/23,Week 1,,133,C,1,0.641,,SL18-OI-6-FG2,SL18-OI-6-MG2,SL18-OI-6-FG2,SL18-OI-6-MG2,-21.175178,6,-93.83737,89,,,,,,,,,,,,,,,,
169,6/13/23,Week 1,,136,C,1,0.577,,SL18-CC-5-FG2,SA18-CB-10-MG1,#N/A,SA18-CB-10-MG1,,,-85.12983,71,,,,,,,,,,,,,,,,
70,6/12/23,Week 1,,138,C,1,0.661,,SL18-CC-3-FG2,SL18-OD-6-MG1,SL18-CC-3-FG2,SL18-OD-6-MG1,-68.808757,36,-90.257688,81,,,,,,,,,,,,,,,,
79,6/12/23,Week 1,,139,C,1,0.592,,SA18-CB-4-FG6,SL18-JS-19-MG1,SA18-CB-4-FG6,SL18-JS-19-MG1,-17.43129,5,0.30367682,2,,,,,,,,,,,,,,,,
97,6/12/23,Week 1,,141,C,1,0.685,,SL18-LD-13-FG1,SL18-LD-2-MG2,SL18-LD-13-FG1,SL18-LD-2-MG2,-69.65774,38,-81.133004,64,,,,,,,,,,,,,,,,
196,6/13/23,Week 1,,144,C,1,0.583,,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,#N/A,-17.43129,5,,,,,,,,,,,,,,,,,,
7,6/12/23,Week 1,,157,C,1,0.642,,SL18-OI-6-FG2,SA18-CB-4-MG2,SL18-OI-6-FG2,SA18-CB-4-MG2,-21.175178,6,-93.012556,88,,,,,,,,,,,,,,,,
151,6/13/23,Week 1,,158,C,1,0.658,,SA18-CB-4-FG6,SA18-CB-1-MG13,SA18-CB-4-FG6,#N/A,-17.43129,5,,,,,,,,,,,,,,,,,,
18,6/12/23,Week 1,14:20,160,C,1,0.678,,SL18-LL-9-FG3,SL18-LD-2-MG2,SL18-LL-9-FG3,SL18-LD-2-MG2,-55.10044,20,-81.133004,64,,,,,,,,,,,,,,,,
26,6/12/23,Week 1,,161,C,1,0.635,,SA18-CB-4-FG6,SL18-LD-2-MG2,SA18-CB-4-FG6,SL18-LD-2-MG2,-17.43129,5,-81.133004,64,,,,,,,,,,,,,,,,
52,6/12/23,Week 1,,174,C,1,0.646,,SL18-OI-6-FG2,SL18-LD-9-MG1,SL18-OI-6-FG2,SL18-LD-9-MG1,-21.175178,6,-88.023499,76,,,,,,,,,,,,,,,,
43,6/12/23,Week 1,,175,C,1,0.603,,SL18-CC-3-FG2,SL18-OI-11-MG3,SL18-CC-3-FG2,#N/A,-68.808757,36,,,,,,,,,,,,,,,,,,
142,6/13/23,Week 1,175 was measured twice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,6/13/23,Week 1,,176,C,1,0.667,,SL18-CC-5-FG3,SA18-CB-4-MG2,SL18-CC-5-FG3,SA18-CB-4-MG2,-27.632169,8,-93.012556,88,,,,,,,,,,,,,,,,
34,6/12/23,Week 1,,179,C,1,0.597,,SL18-OI-11-FG3,SL18-JS-19-MG1,SL18-OI-11-FG3,SL18-JS-19-MG1,-67.011547,35,0.30367682,2,,,,,,,,,,,,,,,,
116,6/13/23,Week 1,,40,C,2,0.605,,SL18-JS-19-MG1,SL18-JS-19-MG1,#N/A,SL18-JS-19-MG1,,,0.30367682,2,,,,,,,,,,,,,,,,
233,6/13/23,Week 1,,46,C,2,0.68,,SA18-CB-4-FG6,SL18-NC-2-MG3,SA18-CB-4-FG6,#N/A,-17.43129,5,,,,,,,,,,,,,,,,,,
89,6/12/23,Week 1,,47,C,2,0.603,,SL18-OI-6-FG2,SL18-OD-6-MG1,SL18-OI-6-FG2,SL18-OD-6-MG1,-21.175178,6,-90.257688,81,,,,,,,,,,,,,,,,
242,6/13/23,Week 1,,49,C,2,0.604,,SL18-CC-5-FG3,SL18-CC-7-MG1,SL18-CC-5-FG3,#N/A,-27.632169,8,,,,,,,,,,,,,,,,,,
260,6/13/23,Week 1,,51,C,2,0.638,,SL18-CC-5-FG3,SL18-OI-14-MG1,SL18-CC-5-FG3,#N/A,-27.632169,8,,,,,,,,,,,,,,,,,,
134,6/13/23,Week 1,,59,C,2,0.721,,SL18-SF-13-FG2,SL18-LL-9-MG4,SL18-SF-13-FG2,SL18-LL-9-MG4,-78.138399,59,-80.72347,63,,,,,,,,,,,,,,,,
269,6/13/23,Week 1,,61,C,2,0.554,,SL18-CC-1-FG1,SL18-LD-9-MG1,#N/A,SL18-LD-9-MG1,,,-88.023499,76,,,,,,,,,,,,,,,,
251,6/13/23,Week 1,,70,C,2,0.594,,SL18-OI-6-FG2,SL18-CC-7-MG1,SL18-OI-6-FG2,#N/A,-21.175178,6,,,,,,,,,,,,,,,,,,
206,6/13/23,Week 1,,81,C,2,0.561,,SL18-CC-1-FG1,SL18-OI-6-MG2,#N/A,SL18-OI-6-MG2,,,-93.83737,89,,,,,,,,,,,,,,,,
224,6/13/23,Week 1,,84,C,2,0.693,,SL18-SF-13-FG2,SL18-UCONN-S5-MG1,SL18-SF-13-FG2,#N/A,-78.138399,59,,,,,,,,,,,,,,,,,,
107,6/12/23,Week 1,,85,C,2,0.617,,SL18-CC-5-FG3,SL18-OI-6-MG2,SL18-CC-5-FG3,SL18-OI-6-MG2,-27.632169,8,-93.83737,89,,,,,,,,,,,,,,,,
215,6/13/23,Week 1,,116,C,2,0.662,,SA18-CB-7-FG1,SL18-UCONN-S4-MG3,SA18-CB-7-FG1,#N/A,(eliminated as dead),,,,,,,,,,,,,,,,,,,
161,6/13/23,Week 1,,120,C,2,0.535,,SL18-SF-17-FG2,SA18-CB-7-MG3,SL18-SF-17-FG2,#N/A,-44.008511,15,,,,,,,,,,,,,,,,,,
179,6/13/23,Week 1,,128,C,2,0.644,,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,#N/A,-17.43129,5,,,,,,,,,,,,,,,,,,
188,6/13/23,Week 1,,130,C,2,0.622,,SL18-CC-3-FG2,SL18-CC-7-MG1,SL18-CC-3-FG2,#N/A,-68.808757,36,,,,,,,,,,,,,,,,,,
62,6/12/23,Week 1,,133,C,2,0.604,,SL18-OI-6-FG2,SL18-OI-6-MG2,SL18-OI-6-FG2,SL18-OI-6-MG2,-21.175178,6,-93.83737,89,,,,,,,,,,,,,,,,
170,6/13/23,Week 1,,136,C,2,0.643,,SL18-CC-5-FG2,SA18-CB-10-MG1,#N/A,SA18-CB-10-MG1,,,-85.12983,71,,,,,,,,,,,,,,,,
71,6/12/23,Week 1,,138,C,2,0.615,,SL18-CC-3-FG2,SL18-OD-6-MG1,SL18-CC-3-FG2,SL18-OD-6-MG1,-68.808757,36,-90.257688,81,,,,,,,,,,,,,,,,
80,6/12/23,Week 1,,139,C,2,0.539,,SA18-CB-4-FG6,SL18-JS-19-MG1,SA18-CB-4-FG6,SL18-JS-19-MG1,-17.43129,5,0.30367682,2,,,,,,,,,,,,,,,,
98,6/12/23,Week 1,,141,C,2,0.572,,SL18-LD-13-FG1,SL18-LD-2-MG2,SL18-LD-13-FG1,SL18-LD-2-MG2,-69.65774,38,-81.133004,64,,,,,,,,,,,,,,,,
197,6/13/23,Week 1,,144,C,2,0.697,,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,#N/A,-17.43129,5,,,,,,,,,,,,,,,,,,
8,6/12/23,Week 1,,157,C,2,0.662,,SL18-OI-6-FG2,SA18-CB-4-MG2,SL18-OI-6-FG2,SA18-CB-4-MG2,-21.175178,6,-93.012556,88,,,,,,,,,,,,,,,,
152,6/13/23,Week 1,,158,C,2,0.677,,SA18-CB-4-FG6,SA18-CB-1-MG13,SA18-CB-4-FG6,#N/A,-17.43129,5,,,,,,,,,,,,,,,,,,
17,6/12/23,Week 1,,160,C,2,0.673,,SL18-LL-9-FG3,SL18-LD-2-MG2,SL18-LL-9-FG3,SL18-LD-2-MG2,-55.10044,20,-81.133004,64,,,,,,,,,,,,,,,,
25,6/12/23,Week 1,,161,C,2,0.595,,SA18-CB-4-FG6,SL18-LD-2-MG2,SA18-CB-4-FG6,SL18-LD-2-MG2,-17.43129,5,-81.133004,64,,,,,,,,,,,,,,,,
53,6/12/23,Week 1,,174,C,2,0.577,,SL18-OI-6-FG2,SL18-LD-9-MG1,SL18-OI-6-FG2,SL18-LD-9-MG1,-21.175178,6,-88.023499,76,,,,,,,,,,,,,,,,
44,6/12/23,Week 1,,175,C,2,0.57,,SL18-CC-3-FG2,SL18-OI-11-MG3,SL18-CC-3-FG2,#N/A,-68.808757,36,,,,,,,,,,,,,,,,,,
143,6/13/23,Week 1,175 was measured twice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,6/13/23,Week 1,,176,C,2,0.606,,SL18-CC-5-FG3,SA18-CB-4-MG2,SL18-CC-5-FG3,SA18-CB-4-MG2,-27.632169,8,-93.012556,88,,,,,,,,,,,,,,,,
35,6/12/23,Week 1,,179,C,2,0.622,,SL18-OI-11-FG3,SL18-JS-19-MG1,SL18-OI-11-FG3,SL18-JS-19-MG1,-67.011547,35,0.30367682,2,,,,,,,,,,,,,,,,
117,6/13/23,Week 1,,40,C,3,0.662,,SL18-JS-19-MG1,SL18-JS-19-MG1,#N/A,SL18-JS-19-MG1,,,0.30367682,2,,,,,,,,,,,,,,,,
234,6/13/23,Week 1,16:02,46,C,3,0.6,,SA18-CB-4-FG6,SL18-NC-2-MG3,SA18-CB-4-FG6,#N/A,-17.43129,5,,,,,,,,,,,,,,,,,,
90,6/12/23,Week 1,,47,C,3,0.569,,SL18-OI-6-FG2,SL18-OD-6-MG1,SL18-OI-6-FG2,SL18-OD-6-MG1,-21.175178,6,-90.257688,81,,,,,,,,,,,,,,,,
243,6/13/23,Week 1,16:13,49,C,3,0.632,,SL18-CC-5-FG3,SL18-CC-7-MG1,SL18-CC-5-FG3,#N/A,-27.632169,8,,,,,,,,,,,,,,,,,,
261,6/13/23,Week 1,,51,C,3,0.331,,SL18-CC-5-FG3,SL18-OI-14-MG1,SL18-CC-5-FG3,#N/A,-27.632169,8,,,,,,,,,,,,,,,,,,
135,6/13/23,Week 1,13:51,59,C,3,0.691,,SL18-SF-13-FG2,SL18-LL-9-MG4,SL18-SF-13-FG2,SL18-LL-9-MG4,-78.138399,59,-80.72347,63,,,,,,,,,,,,,,,,
270,6/13/23,Week 1,17:07,61,C,3,0.581,,SL18-CC-1-FG1,SL18-LD-9-MG1,#N/A,SL18-LD-9-MG1,,,-88.023499,76,,,,,,,,,,,,,,,,
252,6/13/23,Week 1,,70,C,3,0.599,,SL18-OI-6-FG2,SL18-CC-7-MG1,SL18-OI-6-FG2,#N/A,-21.175178,6,,,,,,,,,,,,,,,,,,
207,6/13/23,Week 1,15:30,81,C,3,0.626,,SL18-CC-1-FG1,SL18-OI-6-MG2,#N/A,SL18-OI-6-MG2,,,-93.83737,89,,,,,,,,,,,,,,,,
225,6/13/23,Week 1,15:55,84,C,3,0.689,,SL18-SF-13-FG2,SL18-UCONN-S5-MG1,SL18-SF-13-FG2,#N/A,-78.138399,59,,,,,,,,,,,,,,,,,,
108,6/12/23,Week 1,17:00,85,C,3,0.617,,SL18-CC-5-FG3,SL18-OI-6-MG2,SL18-CC-5-FG3,SL18-OI-6-MG2,-27.632169,8,-93.83737,89,,,,,,,,,,,,,,,,
216,6/13/23,Week 1,15:36,116,C,3,0.665,,SA18-CB-7-FG1,SL18-UCONN-S4-MG3,SA18-CB-7-FG1,#N/A,(eliminated as dead),,,,,,,,,,,,,,,,,,,
162,6/13/23,Week 1,14:17,120,C,3,0.647,,SL18-SF-17-FG2,SA18-CB-7-MG3,SL18-SF-17-FG2,#N/A,-44.008511,15,,,,,,,,,,,,,,,,,,
180,6/13/23,Week 1,,128,C,3,0.564,,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,#N/A,-17.43129,5,,,,,,,,,,,,,,,,,,
189,6/13/23,Week 1,15:12,130,C,3,0.457,,SL18-CC-3-FG2,SL18-CC-7-MG1,SL18-CC-3-FG2,#N/A,-68.808757,36,,,,,,,,,,,,,,,,,,
63,6/12/23,Week 1,16:09,133,C,3,0.63,,SL18-OI-6-FG2,SL18-OI-6-MG2,SL18-OI-6-FG2,SL18-OI-6-MG2,-21.175178,6,-93.83737,89,,,,,,,,,,,,,,,,
171,6/13/23,Week 1,,136,C,3,0.593,,SL18-CC-5-FG2,SA18-CB-10-MG1,#N/A,SA18-CB-10-MG1,,,-85.12983,71,,,,,,,,,,,,,,,,
72,6/12/23,Week 1,,138,C,3,0.556,,SL18-CC-3-FG2,SL18-OD-6-MG1,SL18-CC-3-FG2,SL18-OD-6-MG1,-68.808757,36,-90.257688,81,,,,,,,,,,,,,,,,
81,6/12/23,Week 1,,139,C,3,0.587,,SA18-CB-4-FG6,SL18-JS-19-MG1,SA18-CB-4-FG6,SL18-JS-19-MG1,-17.43129,5,0.30367682,2,,,,,,,,,,,,,,,,
99,6/12/23,Week 1,,141,C,3,0.658,,SL18-LD-13-FG1,SL18-LD-2-MG2,SL18-LD-13-FG1,SL18-LD-2-MG2,-69.65774,38,-81.133004,64,,,,,,,,,,,,,,,,
198,6/13/23,Week 1,15:20,144,C,3,0.692,,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,#N/A,-17.43129,5,,,,,,,,,,,,,,,,,,
9,6/12/23,Week 1,,157,C,3,0.695,,SL18-OI-6-FG2,SA18-CB-4-MG2,SL18-OI-6-FG2,SA18-CB-4-MG2,-21.175178,6,-93.012556,88,,,,,,,,,,,,,,,,
153,6/13/23,Week 1,14:12,158,C,3,0.62,,SA18-CB-4-FG6,SA18-CB-1-MG13,SA18-CB-4-FG6,#N/A,-17.43129,5,,,,,,,,,,,,,,,,,,
16,6/12/23,Week 1,,160,C,3,0.652,,SL18-LL-9-FG3,SL18-LD-2-MG2,SL18-LL-9-FG3,SL18-LD-2-MG2,-55.10044,20,-81.133004,64,,,,,,,,,,,,,,,,
27,6/12/23,Week 1,,161,C,3,0.641,,SA18-CB-4-FG6,SL18-LD-2-MG2,SA18-CB-4-FG6,SL18-LD-2-MG2,-17.43129,5,-81.133004,64,,,,,,,,,,,,,,,,
54,6/12/23,Week 1,15:45,174,C,3,0.656,,SL18-OI-6-FG2,SL18-LD-9-MG1,SL18-OI-6-FG2,SL18-LD-9-MG1,-21.175178,6,-88.023499,76,,,,,,,,,,,,,,,,
45,6/12/23,Week 1,,175,C,3,0.607,,SL18-CC-3-FG2,SL18-OI-11-MG3,SL18-CC-3-FG2,#N/A,-68.808757,36,,,,,,,,,,,,,,,,,,
144,6/13/23,Week 1,175 was measured twice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
